Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO
N?  2158191-A/2158191/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",243,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0
N?  2184255-A/2184255/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Carmina,CATUNDA,191692,ETA Catunda,CATUNDA - Açude Carmina + Poços,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",244,0,0,ausência em 100 mL,0,25/04/2019,25/04/2019,0
N?  2159340-A/2159340/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",244,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0
N?  2148791-A/2148791/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída do laboratório,Poços Tubulares,TAMBORIL,39736,ETA Tamboril,UNBPA-TAMBORIL,ETA Tamboril,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",244,0,0,ausência em 100 mL,0,15/01/2019,15/01/2019,0
N?  2170577-A/2170577/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",244,0,0,ausência em 100 mL,0,13/03/2019,13/03/2019,0
N?  2184549-A/2184549/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Carmina,CATUNDA,191692,ETA Catunda,CATUNDA - Açude Carmina + Poços,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",245,0,0,ausência em 100 mL,0,30/04/2019,30/04/2019,0
N?  2150260-A/2150260/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída do reservatório apoiado,Poços Tubulares,TAMBORIL,39736,ETA Tamboril,UNBPA-TAMBORIL,ETA Tamboril,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",245,0,0,ausência em 100 mL,0,16/01/2019,17/01/2019,0
N?  2161820-A/2161820/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",245,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0
N?  2170564-A/2170564/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",245,0,0,ausência em 100 mL,0,18/03/2019,18/03/2019,0
N?  2150261-A/2150261/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,TAMBORIL,39736,ETA Tamboril,UNBPA-TAMBORIL,ETA Tamboril,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",246,0,0,ausência em 100 mL,0,17/01/2019,17/01/2019,0
N?  2162347-A/2162347/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",246,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0
N?  2171034-A/2171034/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",246,0,0,ausência em 100 mL,0,20/03/2019,20/03/2019,0
N?  2176187-A/2176187/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Barra Velha,INDEPENDÊNCIA,39342,ETA Independência,UNBPA-INDEPENDENCIA,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",246,0,0,ausência em 100 mL,0,02/04/2019,02/04/2019,0
N?  2164614-A/2164614/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",247,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0
N?  2176568-A/2176568/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Barra Velha,INDEPENDÊNCIA,39342,ETA Independência,UNBPA-INDEPENDENCIA,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",247,0,0,ausência em 100 mL,0,04/04/2019,04/04/2019,0
N?  2151500-A/2151500/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída do laboratório,Poços Tubulares,TAMBORIL,39736,ETA Tamboril,UNBPA-TAMBORIL,ETA Tamboril,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",247,0,1,presença em 100 mL,0,22/01/2019,22/01/2019,1
N?  2173302-A/2173302/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",247,0,0,ausência em 100 mL,0,26/03/2019,27/03/2019,0
N?  2164747-A/2164747/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",248,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0
N?  2152387-A/2152387/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída do reservatório apoiado,Poços Tubulares,TAMBORIL,39736,ETA Tamboril,UNBPA-TAMBORIL,ETA Tamboril,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",248,0,0,ausência em 100 mL,0,24/01/2019,24/01/2019,0
N?  2173303-A/2173303/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",248,0,0,ausência em 100 mL,0,27/03/2019,27/03/2019,0
N?  2179547-A/2179547/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Açude Barra Velha,INDEPENDÊNCIA,39342,ETA Independência,UNBPA-INDEPENDENCIA,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",248,0,0,ausência em 100 mL,0,09/04/2019,09/04/2019,0
N?  2169104-A/2169104/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",249,0,0,ausência em 100 mL,0,07/03/2019,08/03/2019,0
N?  2179552-A/2179552/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Barra Velha,INDEPENDÊNCIA,39342,ETA Independência,UNBPA-INDEPENDENCIA,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",249,0,0,ausência em 100 mL,0,11/04/2019,11/04/2019,0
N?  2155837-A/2155837/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"Açude Flor do Campo, Poços Tubulares",NOVO ORIENTE,39811,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",249,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0
N?  2153991-A/2153991/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída do laboratório,Poços Tubulares,TAMBORIL,39736,ETA Tamboril,UNBPA-TAMBORIL,ETA Tamboril,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",249,0,0,ausência em 100 mL,0,29/01/2019,29/01/2019,0
N?  2182522-A/2182522/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Barra Velha,INDEPENDÊNCIA,39342,ETA Independência,UNBPA-INDEPENDENCIA,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",250,0,0,ausência em 100 mL,0,15/04/2019,16/04/2019,0
N?  2155083-A/2155083/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,TAMBORIL,39736,ETA Tamboril,UNBPA-TAMBORIL,ETA Tamboril,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",250,0,0,ausência em 100 mL,0,31/01/2019,31/01/2019,0
N?  2156485-A/2156485/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"Açude Flor do Campo, Poços Tubulares",NOVO ORIENTE,39621,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",250,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0
N?  2169107-A/2169107/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",250,0,0,ausência em 100 mL,0,08/03/2019,08/03/2019,0
N?  2157785-A/2157785/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída do laboratório,"Açude Flor do Campo, Poços Tubulares",NOVO ORIENTE,39811,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",251,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0
N?  2182525-A/2182525/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Barra Velha,INDEPENDÊNCIA,39342,ETA Independência,UNBPA-INDEPENDENCIA,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",251,0,0,ausência em 100 mL,0,16/04/2019,16/04/2019,0
N?  2169325-A/2169325/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",251,0,0,ausência em 100 mL,0,11/03/2019,11/03/2019,0
N?  2158785-A/2158785/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída do laboratório,"Açude Flor do Campo, Poços Tubulares",NOVO ORIENTE,39621,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",252,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0
N?  2169326-A/2169326/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",252,0,0,ausência em 100 mL,0,13/03/2019,13/03/2019,0
N?  2184187-A/2184187/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Barra Velha,INDEPENDÊNCIA,39342,ETA Independência,UNBPA-INDEPENDENCIA,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",252,0,0,ausência em 100 mL,0,23/04/2019,23/04/2019,0
N?  2170539-A/2170539/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",253,0,0,ausência em 100 mL,0,18/03/2019,18/03/2019,0
N?  2184189-A/2184189/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Barra Velha,INDEPENDÊNCIA,39342,ETA Independência,UNBPA-INDEPENDENCIA,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",253,0,0,ausência em 100 mL,0,24/04/2019,25/04/2019,0
N?  2160573-A/2160573/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"Açude Flor do Campo, Poços Tubulares",NOVO ORIENTE,39811,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",253,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0
N?  2161830-A/2161830/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"Açude Flor do Campo, Poços Tubulares",NOVO ORIENTE,39621,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",254,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0
N?  2171419-A/2171419/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",254,0,0,ausência em 100 mL,0,20/03/2019,20/03/2019,0
N?  2185394-A/2185394/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Barra Velha,INDEPENDÊNCIA,39342,ETA Independência,UNBPA-INDEPENDENCIA,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",254,0,0,ausência em 100 mL,0,30/04/2019,30/04/2019,0
N?  2176208-A/2176208/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do reservatório apoiado,"Poços Tubulares, Poços Amazonas",MONSENHOR TABOSA,183401,ETA MONSENHOR TABOSA,MONSENHOR TABOSA - 666,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",255,0,0,ausência em 100 mL,0,02/04/2019,02/04/2019,0
N?  2173324-A/2173324/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",255,0,0,ausência em 100 mL,0,26/03/2019,27/03/2019,0
N?  2164574-A/2164574/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"Açude Flor do Campo, Poços Tubulares",NOVO ORIENTE,39811,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",255,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0
N?  2165522-A/2165522/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída,"Açude Flor do Campo, Poços Tubulares",NOVO ORIENTE,39621,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",256,0,0,ausência em 100 mL,0,01/03/2019,01/03/2019,0
N?  2173336-A/2173336/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",256,0,0,ausência em 100 mL,0,27/03/2019,27/03/2019,0
N?  2176552-A/2176552/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do reservatório apoiado,"Poços Tubulares, Poços Amazonas",MONSENHOR TABOSA,183352,ETA Monsenhor Tabosa,MONSENHOR TABOSA - 666,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",256,0,0,ausência em 100 mL,0,04/04/2019,04/04/2019,0
N?  2180050-A/2180050/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,"Poços Tubulares, Poços Amazonas",MONSENHOR TABOSA,183401,ETA MONSENHOR TABOSA,MONSENHOR TABOSA - 666,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",257,0,0,ausência em 100 mL,0,09/04/2019,09/04/2019,0
N?  2169080-A/2169080/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"Açude Flor do Campo, Açude do Rodrigo",NOVO ORIENTE,39621,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",257,0,0,ausência em 100 mL,0,07/03/2019,08/03/2019,0
N?  2156148-A/2156148/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",257,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0
N?  2169081-A/2169081/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"Açude Flor do Campo, Açude do Rodrigo",NOVO ORIENTE,39811,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",258,0,0,ausência em 100 mL,0,08/03/2019,08/03/2019,0
N?  2180051-A/2180051/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,"Poços Tubulares, Poços Amazonas",MONSENHOR TABOSA,183352,ETA Monsenhor Tabosa,MONSENHOR TABOSA - 666,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",258,0,0,ausência em 100 mL,0,11/04/2019,11/04/2019,0
N?  2156648-A/2156648/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",258,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0
N?  2182550-A/2182550/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do reservatório apoiado,"Poços Tubulares, Poços Amazonas",MONSENHOR TABOSA,183401,ETA MONSENHOR TABOSA,MONSENHOR TABOSA - 666,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",259,0,0,ausência em 100 mL,0,15/04/2019,16/04/2019,0
N?  2169082-A/2169082/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída do laboratório,"Açude Flor do Campo, Poços Tubulares",NOVO ORIENTE,39621,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",259,0,0,ausência em 100 mL,0,11/03/2019,11/03/2019,0
N?  2158193-A/2158193/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",259,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0
N?  2159346-A/2159346/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",260,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0
N?  2169333-A/2169333/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída do laboratório,"Açude Flor do Campo, Poços Tubulares",NOVO ORIENTE,39811,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",260,0,0,ausência em 100 mL,0,13/03/2019,13/03/2019,0
N?  2182551-A/2182551/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do reservatório apoiado,"Poços Tubulares, Poços Amazonas",MONSENHOR TABOSA,183352,ETA Monsenhor Tabosa,MONSENHOR TABOSA - 666,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",260,0,0,ausência em 100 mL,0,16/04/2019,16/04/2019,0
N?  2161824-A/2161824/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",261,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0
N?  2170511-A/2170511/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"Açude Flor do Campo, Poços Tubulares, Açude do Rodrigo",NOVO ORIENTE,39621,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",261,0,0,ausência em 100 mL,0,18/03/2019,18/03/2019,0
N?  2146934-A/2146934/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",261,0,0,ausência em 100 mL,0,02/01/2019,02/01/2019,0
N?  2184167-A/2184167/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,"Poços Tubulares, Poços Amazonas",MONSENHOR TABOSA,183401,ETA MONSENHOR TABOSA,MONSENHOR TABOSA - 666,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",261,0,0,ausência em 100 mL,0,23/04/2019,23/04/2019,0
N?  2146935-A/2146935/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",262,0,0,ausência em 100 mL,0,04/01/2019,04/01/2019,0
N?  2162350-A/2162350/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",262,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0
N?  2170525-A/2170525/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"Açude Flor do Campo, Poços Tubulares, Açude do Rodrigo",NOVO ORIENTE,39811,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",262,0,0,ausência em 100 mL,0,20/03/2019,20/03/2019,0
N?  2184172-A/2184172/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do reservatório apoiado,"Poços Tubulares, Poços Amazonas",MONSENHOR TABOSA,183352,ETA Monsenhor Tabosa,MONSENHOR TABOSA - 666,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",262,0,0,ausência em 100 mL,0,25/04/2019,25/04/2019,0
N?  2173152-A/2173152/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída,"Açude Flor do Campo, Poços Tubulares, Açude do Rodrigo",NOVO ORIENTE,39621,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",263,0,0,ausência em 100 mL,0,26/03/2019,27/03/2019,0
N?  2184555-A/2184555/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do reservatório apoiado,"Poços Tubulares, Poços Amazonas",MONSENHOR TABOSA,183401,ETA MONSENHOR TABOSA,MONSENHOR TABOSA - 666,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",263,0,0,ausência em 100 mL,0,30/04/2019,30/04/2019,0
N?  2164568-A/2164568/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",263,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0
N?  2146936-A/2146936/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",263,0,0,ausência em 100 mL,0,20/01/2019,21/01/2019,0
N?  2173155-A/2173155/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída do laboratório,"Açude Flor do Campo, Poços Tubulares",NOVO ORIENTE,39811,ETA Novo Oriente,UNBPA-NOVO ORIENTE,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",264,0,0,ausência em 100 mL,0,27/03/2019,27/03/2019,0
N?  2176249-A/2176249/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude João José de Castro,SUCESSO,182841,ETA Sucesso,UNBPA-SUCESSO,UN BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",264,0,0,ausência em 100 mL,0,02/04/2019,02/04/2019,0
N?  2164767-A/2164767/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Fonte,PORANGA,39198,ETA Poranga,UNBPA-PORANGA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",264,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0
N?  2148486-A/2148486/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ARARENDA,127001,ETA Ararendá,ARARENDA,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",264,0,0,ausência em 100 mL,0,14/01/2019,14/01/2019,0
N?  2169135-A/2169135/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Açude Colinas,QUITERIANÓPOLIS,39481,ETA Quiterianópolis,UNBPA-QUITERIANOPOLIS,ETA Quiterianópolis,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",265,0,0,ausência em 100 mL,0,07/03/2019,08/03/2019,0
N?  2176557-A/2176557/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude João José de Castro,SUCESSO,38773,ETA Sucesso,UNBPA-SUCESSO,UN-BPA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",265,0,0,ausência em 100 mL,0,04/04/2019,04/04/2019,0
N?  2155841-A/2155841/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Açude Colinas,QUITERIANÓPOLIS,39481,ETA Quiterianópolis,UNBPA-QUITERIANOPOLIS,ETA Quiterianópolis,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",265,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0
